HGNC ID	Approved symbol	RefSeq IDs	NCBI Gene ID	Ensembl gene ID	UniProt ID(supplied by UniProt)
HGNC:18287	VPS37D	NM_152560	155382	ENSG00000176428	Q86XT2
HGNC:20593	VPS39	NM_015289	23339	ENSG00000166887	Q96JC1
HGNC:55378	VPS39-DT		105370795	ENSG00000261002	
HGNC:12713	VPS41		27072	ENSG00000006715	P49754
HGNC:14579	VPS45	NM_007259	11311	ENSG00000136631	Q9NRW7
HGNC:12714	VPS45B				
HGNC:25956	VPS50	NM_017667	55610	ENSG00000004766	Q96JG6
HGNC:1172	VPS51	NM_013265	738	ENSG00000149823	Q9UID3
HGNC:10518	VPS52	NM_022553	6293	ENSG00000223501	Q8N1B4
HGNC:25608	VPS53	NM_018289	55275	ENSG00000141252	Q5VIR6
HGNC:18652	VPS54	NM_016516	51542	ENSG00000143952	Q9P1Q0
HGNC:11644	VPS72	NM_005997	6944	ENSG00000163159	Q15906
HGNC:12717	VRF				
HGNC:12718	VRK1	NM_003384	7443	ENSG00000100749	Q99986
HGNC:12719	VRK2	NM_006296	7444	ENSG00000028116	Q86Y07
HGNC:18996	VRK3	NM_016440	51231	ENSG00000105053	Q8IV63
HGNC:23021	VRK3P1				
HGNC:12720	VRNI				
HGNC:20223	VRTN	NM_018228	55237	ENSG00000133980	Q9H8Y1
HGNC:28675	VSIG1	NM_182607	340547	ENSG00000101842	Q86XK7
HGNC:17149	VSIG2	NM_014312	23584	ENSG00000019102	Q96IQ7
HGNC:17032	VSIG4	NM_007268	11326	ENSG00000155659	Q9Y279
HGNC:32352	VSIG6				
HGNC:32353	VSIG7				
HGNC:32063	VSIG8	NM_001013661	391123	ENSG00000243284	P0DPA2
HGNC:26078	VSIG10	NM_019086	54621	ENSG00000176834	Q8N0Z9
HGNC:27111	VSIG10L	NM_001163922	147645	ENSG00000186806	Q86VR7
HGNC:55282	VSIG10L-AS1			ENSG00000267905	
HGNC:27879	VSIG10L2		338667	ENSG00000283703	P0DP72
HGNC:30085	VSIR	NM_022153	64115	ENSG00000107738	Q9H7M9
HGNC:12722	VSNL1	NM_003385	7447	ENSG00000163032	P62760
HGNC:29455	VSTM1	NM_198481	284415	ENSG00000189068	Q6UX27
HGNC:28499	VSTM2A	NM_182546	222008	ENSG00000170419	Q8TAG5
HGNC:50770	VSTM2A-OT1		285878	ENSG00000224223	
HGNC:33595	VSTM2B	NM_001146339	342865	ENSG00000187135	A6NLU5
HGNC:27615	VSTM2B-DT	NR_040029	284395	ENSG00000264515	
HGNC:16096	VSTM2L		128434	ENSG00000132821	Q96N03
HGNC:26470	VSTM4	NM_144984	196740	ENSG00000165633	Q8IW00
HGNC:34443	VSTM5	NM_001144871	387804	ENSG00000214376	A8MXK1
HGNC:12723	VSX1		30813	ENSG00000100987	Q9NZR4
HGNC:1975	VSX2	NM_182894	338917	ENSG00000119614	P58304
HGNC:20954	VTA1	NM_016485	51534	ENSG00000009844	Q9NP79
HGNC:50483	VTA1P1			ENSG00000224999	
HGNC:50484	VTA1P2		100128412	ENSG00000253401	
HGNC:28873	VTCN1	NM_024626	79679	ENSG00000134258	Q7Z7D3
HGNC:17792	VTI1A		143187	ENSG00000151532	Q96AJ9
HGNC:17793	VTI1B		10490	ENSG00000100568	Q9UEU0
HGNC:43727	VTI1BP1		391559	ENSG00000243974	
HGNC:43728	VTI1BP2		389246	ENSG00000213434	
HGNC:43729	VTI1BP3		100127976	ENSG00000258074	
HGNC:43730	VTI1BP4		100422540	ENSG00000227759	
HGNC:16057	VTLO1				
HGNC:12724	VTN	NM_000638	7448	ENSG00000109072	P04004
HGNC:12725	VTNR				
HGNC:12654	VTRNA1-1	NR_026703	56664	ENSG00000199990	
HGNC:12655	VTRNA1-2	NR_026704	56663	ENSG00000202111	
HGNC:12656	VTRNA1-3	NR_026705	56662	ENSG00000202515	
HGNC:37054	VTRNA2-1	NR_030583	100126299	ENSG00000270123	
HGNC:46889	VTRNA2-2P		106479538	ENSG00000251900	
HGNC:23027	VTRNA3-1P	NG_007501	100144435	ENSG00000199422	
HGNC:30910	VWA1	NM_022834	64856	ENSG00000179403	Q6PCB0
HGNC:24709	VWA2	NM_198496	340706	ENSG00000165816	Q5GFL6
HGNC:27088	VWA3A		146177	ENSG00000175267	A6NCI4
HGNC:28385	VWA3B	NM_144992	200403	ENSG00000168658	Q502W6
HGNC:6658	VWA5A	NM_014622	4013	ENSG00000110002	O00534
HGNC:26538	VWA5B1	NM_001039500	127731	ENSG00000158816	Q5TIE3
HGNC:25144	VWA5B2	NM_138345	90113	ENSG00000145198	Q8N398
HGNC:13939	VWA7	NM_025258	80737	ENSG00000204396	Q9Y334
HGNC:29071	VWA8	NM_015058	23078	ENSG00000102763	A3KMH1
HGNC:44270	VWA8-AS1	NR_039974	100507240		
HGNC:44271	VWA8P1			ENSG00000250289	
HGNC:30200	VWC2	NM_198570	375567	ENSG00000188730	Q2TAL6
HGNC:37203	VWC2L	NM_001080500	402117	ENSG00000174453	B2RUY7
HGNC:41508	VWC2L-IT1			ENSG00000224257	
HGNC:26487	VWCE	NM_152718	220001	ENSG00000167992	Q96DN2
HGNC:21897	VWDE	NM_001135924	221806	ENSG00000146530	Q8N2E2
HGNC:12726	VWF	NM_000552	7450	ENSG00000110799	P04275
HGNC:12727	VWFP1	NG_001212	7451	ENSG00000241717	
HGNC:12728	VWS				
HGNC:28498	VXN	NM_152765	254778	ENSG00000169085	Q8TAG6
HGNC:17327	WAC	NM_100264	51322	ENSG00000095787	Q9BTA9
HGNC:27347	WAC-AS1		220906	ENSG00000254635	
HGNC:53754	WAKMAR2	NR_049793	100130476	ENSG00000237499	
HGNC:23293	WAPL	NM_015045	23063	ENSG00000062650	Q7Z5K2
HGNC:20600	WARBM1				
HGNC:12729	WARS1	NM_004184	7453	ENSG00000140105	P23381
HGNC:50482	WARS1P1		341112	ENSG00000225802	
HGNC:12730	WARS2	NM_015836	10352	ENSG00000116874	Q9UGM6
HGNC:40612	WARS2-AS1	NR_125974	101929147	ENSG00000231365	
HGNC:41393	WARS2-IT1			ENSG00000224238	
HGNC:45116	WARS2P1	NG_025451	100421633	ENSG00000227209	
HGNC:12731	WAS	NM_000377	7454	ENSG00000015285	P42768
HGNC:12732	WASF1	NM_003931	8936	ENSG00000112290	Q92558
HGNC:51533	WASF1P1		100131624	ENSG00000227597	
HGNC:12733	WASF2	NM_006990	10163	ENSG00000158195	Q9Y6W5
HGNC:12734	WASF3		10810	ENSG00000132970	Q9UPY6
HGNC:39841	WASF3-AS1			ENSG00000237001	
HGNC:20801	WASF4P	NG_007616	644739	ENSG00000188459	
HGNC:21665	WASF5P		387122	ENSG00000231402	
HGNC:33145	WASH2P	NM_198943	375260	ENSG00000146556	Q6VEQ5
HGNC:24362	WASH3P	NM_199163	374666	ENSG00000185596	C4AMC7
HGNC:14126	WASH4P	NG_003159	374677	ENSG00000234769	A8MWX3
HGNC:33884	WASH5P		375690	ENSG00000282458	
HGNC:31685	WASH6P	NG_008380	653440	ENSG00000182484	Q9NQA3
HGNC:38034	WASH7P	NR_024540	653635	ENSG00000227232	
HGNC:53913	WASH8P		100288778	ENSG00000226210	
HGNC:53981	WASH9P		102723897	ENSG00000279457	
HGNC:24361	WASHC1	NM_182905	100287171	ENSG00000181404	A8K0Z3
HGNC:23416	WASHC2A	NM_001005751	387680	ENSG00000099290	Q641Q2
HGNC:23414	WASHC2C		253725	ENSG00000172661	Q9Y4E1
HGNC:23418	WASHC2D				
HGNC:24256	WASHC3	NM_016053	51019	ENSG00000120860	Q9Y3C0
HGNC:54983	WASHC3P1	NG_022670	100131069	ENSG00000213747	
HGNC:29174	WASHC4	NM_015275	23325	ENSG00000136051	Q2M389
HGNC:28984	WASHC5	NM_014846	9897	ENSG00000164961	Q12768
HGNC:43440	WASHC5-AS1			ENSG00000253167	
HGNC:38513	WASIR1		100128260	ENSG00000185203	
HGNC:38609	WASIR2	XR_078518	100132169	ENSG00000231439	
HGNC:12735	WASL	NM_003941	8976	ENSG00000106299	O00401
HGNC:54820	WASL-DT			ENSG00000272686	
HGNC:12737	WBP1	NM_012477	23559	ENSG00000239779	Q96G27
HGNC:23510	WBP1L	NM_017787	54838	ENSG00000166272	Q9NX94
HGNC:43948	WBP1LP1			ENSG00000243661	
HGNC:43949	WBP1LP2		100506330	ENSG00000250474	
HGNC:43958	WBP1LP3			ENSG00000253612	
HGNC:43951	WBP1LP4		106480779	ENSG00000251035	
HGNC:43957	WBP1LP5		106480780	ENSG00000259454	
HGNC:43956	WBP1LP6		106481797	ENSG00000268663	
HGNC:43955	WBP1LP7		106479030	ENSG00000269732	
HGNC:51468	WBP1LP8		106480325	ENSG00000273640	
HGNC:51469	WBP1LP9		107403079		
HGNC:51470	WBP1LP10		106480326	ENSG00000253826	
HGNC:51471	WBP1LP11		106481969	ENSG00000267792	
HGNC:51472	WBP1LP12		106480327	ENSG00000271530	
HGNC:54567	WBP1P1	NG_023579	100420109	ENSG00000231351	
HGNC:54568	WBP1P2	NG_021567	729859	ENSG00000233205	
HGNC:12738	WBP2	NM_012478	23558	ENSG00000132471	Q969T9
HGNC:28389	WBP2NL	NM_152613	164684	ENSG00000183066	Q6ICG8
HGNC:31695	WBP2P1	NG_006941	147468	ENSG00000229248	
HGNC:12739	WBP4	NM_007187	11193	ENSG00000120688	O75554
HGNC:16461	WBP11	NM_016312	51729	ENSG00000084463	Q9Y2W2
HGNC:26250	WBP11P1		441818	ENSG00000260389	
HGNC:54786	WBP11P2	NG_021582	100130102	ENSG00000226789	
HGNC:54789	WBP11P3	NG_022676	727874	ENSG00000228051	
HGNC:12740	WBS2				
HGNC:12746	WBSCR2		7459		
HGNC:12747	WBSCR3				
HGNC:12748	WBSCR4				
HGNC:12750	WBSCR6				
HGNC:12751	WBSCR7				
HGNC:12752	WBSCR9				
HGNC:12742	WBSCR10				
HGNC:12743	WBSCR11				
HGNC:12745	WBSCR15				
HGNC:16498	WBSCR23				
HGNC:12753	WD				
HGNC:26157	WDCP	NM_025203	80304	ENSG00000163026	Q9H6R7
HGNC:20451	WDFY1	NM_020830	57590	ENSG00000085449	Q8IWB7
HGNC:20482	WDFY2	NM_052950	115825	ENSG00000139668	Q96P53
HGNC:40922	WDFY2-AS1				
HGNC:20751	WDFY3	NM_014991	23001	ENSG00000163625	Q8IZQ1
HGNC:40935	WDFY3-AS1			ENSG00000251260	
HGNC:21603	WDFY3-AS2	NR_015359	404201	ENSG00000180769	
HGNC:29323	WDFY4	NM_020945	57705	ENSG00000128815	Q6ZS81
HGNC:23170	WDHD1	NM_007086	11169	ENSG00000198554	O75717
HGNC:28027	WDPCP	NM_015910	51057	ENSG00000143951	O95876
HGNC:12754	WDR1		9948	ENSG00000071127	O75083
HGNC:12755	WDR3	NM_006784	10885	ENSG00000065183	Q9UNX4
HGNC:12756	WDR4		10785	ENSG00000160193	P57081
HGNC:55134	WDR4P1	NG_022639	100130607	ENSG00000271158	
HGNC:55135	WDR4P2	NG_021505	391383	ENSG00000229462	
HGNC:12757	WDR5	NM_052821	11091	ENSG00000196363	P61964
HGNC:55141	WDR5-DT			ENSG00000273249	
HGNC:17826	WDR5B	NM_019069	54554	ENSG00000196981	Q86VZ2
HGNC:55192	WDR5B-DT	NR_125405	102723582	ENSG00000272758	
HGNC:12758	WDR6		11180	ENSG00000178252	Q9NNW5
HGNC:13490	WDR7		23335	ENSG00000091157	Q9Y4E6
HGNC:45131	WDR7-OT1			ENSG00000267225	
HGNC:13831	WDR11		55717	ENSG00000120008	Q9BZH6
HGNC:27437	WDR11-AS1	NR_033850	283089	ENSG00000227165	
HGNC:14098	WDR12	NM_018256	55759	ENSG00000138442	Q9GZL7
HGNC:14352	WDR13		64743	ENSG00000101940	Q9H1Z4
HGNC:16661	WDR17		116966	ENSG00000150627	Q8IZU2
HGNC:17956	WDR18		57418	ENSG00000065268	Q9BV38
HGNC:18340	WDR19		57728	ENSG00000157796	Q8NEZ3
HGNC:19667	WDR20	NM_181291	91833	ENSG00000140153	Q8TBZ3
HGNC:20852	WDR24	NM_032259	84219	ENSG00000127580	Q96S15
HGNC:21064	WDR25	NM_024515	79446	ENSG00000176473	Q64LD2
HGNC:21208	WDR26	NM_025160	80232	ENSG00000162923	Q9H7D7
HGNC:21248	WDR27	NM_182552	253769	ENSG00000184465	A2RRH5
HGNC:21421	WDR31	NM_145241	114987	ENSG00000148225	Q8NA23
HGNC:25651	WDR33	NM_018383	55339	ENSG00000136709	Q9C0J8
HGNC:29250	WDR35	NM_020779	57539	ENSG00000118965	Q9P2L0
HGNC:30696	WDR36	NM_139281	134430	ENSG00000134987	Q8NI36
HGNC:31406	WDR37	NM_014023	22884	ENSG00000047056	Q9Y2I8
HGNC:23745	WDR38	NM_001045476	401551	ENSG00000136918	Q5JTN6
HGNC:25601	WDR41	NM_018268	55255	ENSG00000164253	Q9HAD4
HGNC:28945	WDR43	NM_015131	23160	ENSG00000163811	Q15061
HGNC:30512	WDR44	NM_019045	54521	ENSG00000131725	Q5JSH3
HGNC:28912	WDR45	NM_007075	11152	ENSG00000196998	Q9Y484
HGNC:25072	WDR45B	NM_019613	56270	ENSG00000141580	Q5MNZ6
HGNC:26605	WDR45BP1	NG_005857	646086	ENSG00000265574	
HGNC:52406	WDR45P1		594841	ENSG00000248208	
HGNC:13923	WDR46	NM_005452	9277	ENSG00000227057	O15213
HGNC:29141	WDR47	NM_014969	22911	ENSG00000085433	O94967
HGNC:30914	WDR48	NM_020839	57599	ENSG00000114742	Q8TAF3
HGNC:26587	WDR49	NM_178824	151790	ENSG00000174776	Q8IV35
HGNC:28786	WDR53	NM_182627	348793	ENSG00000185798	Q7Z5U6
HGNC:25770	WDR54	NM_032118	84058	ENSG00000005448	Q9H977
HGNC:25971	WDR55	NM_017706	54853	ENSG00000120314	Q9H6Y2
HGNC:25706	WDR59	NM_030581	79726	ENSG00000103091	Q6PJI9
HGNC:30300	WDR61	NM_025234	80349	ENSG00000140395	Q9GZS3
HGNC:24502	WDR62	NM_015671	284403	ENSG00000075702	O43379
HGNC:26570	WDR64	NM_144625	128025	ENSG00000162843	B1ANS9
HGNC:25495	WDR70	NM_018034	55100	ENSG00000082068	Q9NW82
HGNC:26790	WDR72	NM_182758	256764	ENSG00000166415	Q3MJ13
HGNC:25928	WDR73	NM_032856	84942	ENSG00000177082	Q6P4I2
HGNC:25529	WDR74	NM_018093	54663	ENSG00000133316	Q6RFH5
HGNC:25725	WDR75	NM_032168	84128	ENSG00000115368	Q8IWA0
HGNC:25773	WDR76	NM_024908	79968	ENSG00000092470	Q9H967
HGNC:29652	WDR77	NM_024102	79084	ENSG00000116455	Q9BQA1
HGNC:26600	WDR81	NM_152348	124997	ENSG00000167716	Q562E7
HGNC:28826	WDR82	NM_025222	80335	ENSG00000164091	Q6UXN9
HGNC:32447	WDR82P1	XM_001127580	728505	ENSG00000234629	
HGNC:33513	WDR82P2	NG_006032	441891	ENSG00000241318	
HGNC:32672	WDR83	NM_032332	84292	ENSG00000123154	Q9BRX9
HGNC:30203	WDR83OS	NM_016145	51398	ENSG00000105583	Q9Y284
HGNC:28020	WDR86	NM_198285	349136	ENSG00000187260	Q86TI4
HGNC:41186	WDR86-AS1	NR_034012	100131176	ENSG00000243836	
HGNC:29934	WDR87	NM_031951	83889	ENSG00000171804	Q6ZQQ6
HGNC:55125	WDR87BP		100631378	ENSG00000225868	
HGNC:26999	WDR88	NM_173479	126248	ENSG00000166359	Q6ZMY6
HGNC:20489	WDR89	NM_080666	112840	ENSG00000140006	Q96FK6
HGNC:26960	WDR90	NM_145294	197335	ENSG00000161996	Q96KV7
HGNC:24997	WDR91	NM_014149	29062	ENSG00000105875	A4D1P6
HGNC:26924	WDR93	NM_020212	56964	ENSG00000140527	Q6P2C0
HGNC:42637	WDR95P			ENSG00000231894	
HGNC:26959	WDR97	NM_001316309	340390	ENSG00000179698	A6NE52
HGNC:26697	WDSUB1	NM_152528	151525	ENSG00000196151	Q8N9V3
HGNC:29175	WDTC1	NM_015023	23038	ENSG00000142784	Q8N5D0
HGNC:12761	WEE1	NM_003390	7465	ENSG00000166483	P30291
HGNC:19684	WEE2	NM_001105558	494551	ENSG00000214102	P0C1S8
HGNC:48669	WEE2-AS1		285962	ENSG00000228775	
HGNC:15466	WFDC1		58189	ENSG00000103175	Q9HC57
HGNC:15939	WFDC2		10406	ENSG00000101443	Q14508
HGNC:15957	WFDC3		140686	ENSG00000124116	Q8IUB2
HGNC:20477	WFDC5		149708	ENSG00000175121	Q8TCV5
HGNC:16164	WFDC6		140870	ENSG00000243543	Q9BQY6
HGNC:16163	WFDC8		90199	ENSG00000158901	Q8IUA0
HGNC:20380	WFDC9		259240	ENSG00000180205	Q8NEX5
HGNC:16139	WFDC10A		140832	ENSG00000180305	Q9H1F0
HGNC:20479	WFDC10B		280664	ENSG00000182931	Q8IUB3
HGNC:20478	WFDC11		259239	ENSG00000180083	Q8NEX6
HGNC:16115	WFDC12		128488	ENSG00000168703	Q8WWY7
HGNC:16131	WFDC13			ENSG00000168634	Q8IUB5
HGNC:50357	WFDC21P	NR_030732	645638	ENSG00000261040	
HGNC:30912	WFIKKN1	NM_053284	117166	ENSG00000127578	Q96NZ8
HGNC:30916	WFIKKN2	NM_175575	124857	ENSG00000173714	Q8TEU8
HGNC:12762	WFS1		7466	ENSG00000109501	O76024
HGNC:12763	WFS2				
HGNC:30493	WHAMM	NM_001080435	123720	ENSG00000156232	Q8TF30
HGNC:32361	WHAMMP1		100288615	ENSG00000223509	
HGNC:32360	WHAMMP2	NR_026589	440253	ENSG00000248334	
HGNC:27892	WHAMMP3	NR_003521	339005	ENSG00000276141	Q1A5X7
HGNC:55700	WHAMMP4		100288203	ENSG00000215302	
HGNC:12764	WHCR				
HGNC:16361	WHRN	NM_015404	25861	ENSG00000095397	Q9P202
HGNC:24189	WHSC1L1P				
HGNC:14647	WHSC1L2P		100128016	ENSG00000267253	
HGNC:18081	WIF1		11197	ENSG00000156076	Q9Y5W5
HGNC:12736	WIPF1	NM_003387	7456	ENSG00000115935	O43516
HGNC:30923	WIPF2	NM_133264	147179	ENSG00000171475	Q8TF74
HGNC:22004	WIPF3		644150	ENSG00000122574	A6NGB9
HGNC:25471	WIPI1	NM_017983	55062	ENSG00000070540	Q5MNZ9
HGNC:32225	WIPI2	NM_015610	26100	ENSG00000157954	Q9Y4P8
HGNC:49126	WISP1-OT1				
HGNC:30917	WIZ	NM_021241	58525	ENSG00000011451	O95785
HGNC:51696	WIZP1	NG_021812	645598	ENSG00000255293	
HGNC:30238	WLS	NM_024911	79971	ENSG00000116729	Q5T9L3
HGNC:12772	WMS				
HGNC:12773	WND				
HGNC:14540	WNK1	NM_018979	65125	ENSG00000060237	Q9H4A3
HGNC:14542	WNK2	NM_006648	65268	ENSG00000165238	Q9Y3S1
HGNC:14543	WNK3	NM_020922	65267	ENSG00000196632	Q9BYP7
HGNC:14544	WNK4		65266	ENSG00000126562	Q96J92
HGNC:12774	WNT1		7471	ENSG00000125084	P04628
HGNC:12780	WNT2	NM_003391	7472	ENSG00000105989	P09544
HGNC:12781	WNT2B	NM_004185	7482	ENSG00000134245	Q93097
HGNC:12782	WNT3	NM_030753	7473	ENSG00000108379	P56703
HGNC:15983	WNT3A	NM_033131	89780	ENSG00000154342	P56704
HGNC:12783	WNT4		54361	ENSG00000162552	P56705
HGNC:12784	WNT5A	NM_003392	7474	ENSG00000114251	P41221
HGNC:40616	WNT5A-AS1			ENSG00000244586	
HGNC:16265	WNT5B		81029	ENSG00000111186	Q9H1J7
HGNC:12785	WNT6	NM_006522	7475	ENSG00000115596	Q9Y6F9
HGNC:12786	WNT7A	NM_004625	7476	ENSG00000154764	O00755
HGNC:12787	WNT7B	NM_058238	7477	ENSG00000188064	P56706
HGNC:12788	WNT8A	NM_058244	7478	ENSG00000061492	Q9H1J5
HGNC:12789	WNT8B	NM_003393	7479	ENSG00000075290	Q93098
HGNC:12778	WNT9A	NM_003395	7483	ENSG00000143816	O14904
HGNC:12779	WNT9B	NM_003396	7484	ENSG00000158955	O14905
HGNC:13829	WNT10A	NM_025216	80326	ENSG00000135925	Q9GZT5
HGNC:12775	WNT10B	NM_003394	7480	ENSG00000169884	O00744
HGNC:12776	WNT11	NM_004626	7481	ENSG00000085741	O96014
HGNC:12777	WNT13				
HGNC:16267	WNT16	NM_057168	51384	ENSG00000002745	Q9UBV4
HGNC:25522	WRAP53	NM_018081	55135	ENSG00000141499	Q9BUR4
HGNC:12759	WRAP73		49856	ENSG00000116213	Q9P2S5
HGNC:12791	WRN		7486	ENSG00000165392	Q14191
HGNC:20876	WRNIP1	NM_130395	56897	ENSG00000124535	Q96S55
HGNC:12792	WS1				
HGNC:12793	WS2A				
HGNC:12794	WS2B				
HGNC:19221	WSB1	NM_015626	26118	ENSG00000109046	Q9Y6I7
HGNC:19222	WSB2	NM_018639	55884	ENSG00000176871	Q9NYS7
HGNC:29060	WSCD1	NM_015253	23302	ENSG00000179314	Q658N2
HGNC:29117	WSCD2	NM_014653	9671	ENSG00000075035	Q2TBF2
HGNC:12795	WSN				
HGNC:51639	WSPAR	NR_131252	105664404	ENSG00000249073	
HGNC:12796	WT1	NM_000378	7490	ENSG00000184937	P19544
HGNC:18135	WT1-AS	NR_023920	51352	ENSG00000183242	Q06250
HGNC:12797	WT2				
HGNC:16846	WTAP	NM_152857	9589	ENSG00000146457	Q15007
HGNC:44115	WTAPP1	NR_038390	100288077	ENSG00000255282	
HGNC:20964	WTIP	NM_001080436	126374	ENSG00000142279	A6NIX2
HGNC:12798	WTS				
HGNC:29435	WWC1	NM_015238	23286	ENSG00000113645	Q8IX03
HGNC:24148	WWC2	NM_024949	80014	ENSG00000151718	Q6AWC2
HGNC:41041	WWC2-AS1			ENSG00000251128	
HGNC:26390	WWC2-AS2		152641	ENSG00000251359	Q96NR7
HGNC:29237	WWC3	NM_015691	55841	ENSG00000047644	Q9ULE0
HGNC:41236	WWC3-AS1			ENSG00000225076	
HGNC:12799	WWOX		51741	ENSG00000186153	Q9NZC7
HGNC:53169	WWOX-AS1		102724047	ENSG00000260969	
HGNC:17004	WWP1	NM_007013	11059	ENSG00000123124	Q9H0M0
HGNC:55520	WWP1-AS1		105375624	ENSG00000254231	
HGNC:48944	WWP1P1		339843	ENSG00000244153	
HGNC:16804	WWP2	NM_007014	11060	ENSG00000198373	O00308
HGNC:12800	WWS				
HGNC:24042	WWTR1	NM_015472	25937	ENSG00000018408	Q9GZV5
HGNC:41035	WWTR1-AS1		100128025	ENSG00000241313	
HGNC:41469	WWTR1-IT1			ENSG00000241985	
HGNC:14089	XAB2	NM_020196	56949	ENSG00000076924	Q9HCS7
HGNC:45056	XACT	NR_131204	105463123	ENSG00000241743	
HGNC:30932	XAF1	NM_017523	54739	ENSG00000132530	Q6GPH4
HGNC:4111	XAGE1A	NM_001097594	653220	ENSG00000204379	Q9HD64
HGNC:25400	XAGE1B		653067	ENSG00000204382	Q9HD64
HGNC:30679	XAGE1C				
HGNC:21508	XAGE1D				
HGNC:18372	XAGE1E				
HGNC:4112	XAGE2	NM_130777	9502	ENSG00000155622	Q96GT9
HGNC:30680	XAGE2B				
HGNC:14618	XAGE3	NM_133179	170626	ENSG00000171402	Q8WTP9
HGNC:30930	XAGE5	NM_130775	170627	ENSG00000171405	Q8WWM1
HGNC:12801	XBP1	NM_005080	7494	ENSG00000100219	P17861
HGNC:12802	XBP1P1		7495	ENSG00000249947	
HGNC:12803	XBX1				
HGNC:12804	XCE		7497		
HGNC:10645	XCL1	NM_002995	6375	ENSG00000143184	P47992
HGNC:10646	XCL2	NM_003175	6846	ENSG00000143185	Q9UBD3
HGNC:1625	XCR1		2829	ENSG00000173578	P46094
HGNC:12805	XDH	NM_000379	7498	ENSG00000158125	P47989
HGNC:12806	XG	NM_175569	7499	ENSG00000124343	P55808
HGNC:12808	XGR				
HGNC:12807	XGY1	NG_005784	7500	ENSG00000227447	
HGNC:34022	XGY2	NR_003254	100132596		
HGNC:592	XIAP	NM_001167	331	ENSG00000101966	P98170
HGNC:40078	XIAP-AS1			ENSG00000237331	
HGNC:52375	XIAPP1		100996851	ENSG00000270294	
HGNC:52376	XIAPP2		100420509	ENSG00000254843	
HGNC:52377	XIAPP3		100128413	ENSG00000180152	
HGNC:12809	XIC		7502		
HGNC:14301	XIRP1	NM_194293	165904	ENSG00000168334	Q702N8
HGNC:14303	XIRP2	NM_152381	129446	ENSG00000163092	A4UGR9
HGNC:40679	XIRP2-AS1	NR_046665	100874011	ENSG00000254552	
HGNC:12810	XIST	NR_001564	7503	ENSG00000229807	
HGNC:12811	XK	NM_021083	7504	ENSG00000047597	P51811
HGNC:28778	XKR3	NM_175878	150165	ENSG00000172967	Q5GH77
HGNC:29394	XKR4	NM_052898	114786	ENSG00000206579	Q5GH76
HGNC:20782	XKR5	NM_207411	389610	ENSG00000275591	Q6UX68
HGNC:27806	XKR6	NM_173683	286046	ENSG00000171044	Q5GH73
HGNC:23062	XKR7	NM_001011718	343702	ENSG00000260903	Q5GH72
HGNC:25508	XKR8	NM_018053	55113	ENSG00000158156	Q9H6D3
HGNC:20937	XKR9	NM_001011720	389668	ENSG00000221947	Q5GH70
HGNC:29845	XKRX	NM_212559	402415	ENSG00000182489	Q6PP77
HGNC:18571	XKRY	NM_004677	9082	ENSG00000250868	O14609
HGNC:23922	XKRY2	NM_001002906	353515	ENSG00000244646	A2RUG3
HGNC:23908	XKRYP1	NG_003094	379028	ENSG00000238067	
HGNC:23909	XKRYP2	NG_003095	379029	ENSG00000230904	
HGNC:23910	XKRYP3	NG_003096	379030	ENSG00000236620	
HGNC:23911	XKRYP4	NG_003097	379031	ENSG00000231026	
HGNC:23912	XKRYP5	NG_003098	379032	ENSG00000223406	
HGNC:23913	XKRYP6	NG_003099	379033	ENSG00000237546	
HGNC:12813	XM				
HGNC:12814	XPA	NM_000380	7507	ENSG00000136936	P23025
HGNC:12815	XPAC				
HGNC:12816	XPC	NM_004628	7508	ENSG00000154767	Q01831
HGNC:55014	XPC-AS1		107986063	ENSG00000228242	
HGNC:12817	XPD				
HGNC:12818	XPF				
HGNC:12819	XPGC				
HGNC:12821	XPNPEP				
HGNC:12822	XPNPEP1		7511	ENSG00000108039	Q9NQW7
HGNC:12823	XPNPEP2	NM_003399	7512	ENSG00000122121	O43895
HGNC:28052	XPNPEP3	NM_022098	63929	ENSG00000196236	Q9NQH7
HGNC:12824	XPNPEPL				
HGNC:12825	XPO1	NM_003400	7514	ENSG00000082898	O14980
HGNC:17796	XPO4	NM_022459	64328	ENSG00000132953	Q9C0E2
HGNC:17675	XPO5	NM_020750	57510	ENSG00000124571	Q9HAV4
HGNC:19733	XPO6	NM_001270940	23214	ENSG00000169180	Q96QU8
HGNC:14108	XPO7	NM_015024	23039	ENSG00000130227	Q9UIA9
HGNC:12826	XPOT	NM_007235	11260	ENSG00000184575	O43592
HGNC:16586	XPOTP1		170559	ENSG00000214185	
HGNC:12827	XPR1	NM_004736	9213	ENSG00000143324	Q9UBH6
HGNC:12828	XRCC1	NM_006297	7515	ENSG00000073050	P18887
HGNC:12829	XRCC2	NM_005431	7516	ENSG00000196584	O43543
HGNC:12830	XRCC3	NM_005432	7517	ENSG00000126215	O43542
HGNC:12831	XRCC4	NM_022550	7518	ENSG00000152422	Q13426
HGNC:12832	XRCC4L				
HGNC:12833	XRCC5	NM_021141	7520	ENSG00000079246	P13010
HGNC:4055	XRCC6	NM_001469	2547	ENSG00000196419	P12956
HGNC:32439	XRCC6BP2				
HGNC:45183	XRCC6P1	NG_028753	387703	ENSG00000237417	
HGNC:45184	XRCC6P2		389901	ENSG00000234825	
HGNC:45185	XRCC6P3	NG_022752	127086	ENSG00000230318	
